gamma (fraction of the demand of load that can be curtailed) 1
Pi (investment budget) 100e6
Sigma (weighting factor) 9.08
Sbase: 100 MW
param: vAng:= 0.6																		
;
																		
param:	candidate	branch_fbus		branch_tbus	branch_x	branch_scpt	Fmax	IC	max_lines	angmin		angmax
4740		1		2.94		0.98		0		0		6		1.0304399		-1.809345		138		1		1.1		0.9
4741		1		0.89		0.22		0		0		6		1.0303609		-2.438439		138		1		1.1		0.9
4742		1		0.48		0.17		0		0		3		1.0325286		-0.568765		138		1		1.1		0.9
4743		1		2.94		0.9		0		0		6		1.0292521		-1.705914		138		1		1.1		0.9
4744		1		3.98		0.98		0		0		5		1.0348052		-1.865365		138		1		1.1		0.9
4745		1		1.95		0.45		0		0		5		1.0282802		-3.132162		138		1		1.1		0.9
4746		1		1.73		0.6		0		0		5		1.0357059		-1.950712		138		1		1.1		0.9
4747		1		2.47		0.63		0		0		3		1.0343937		-0.129		138		1		1.1		0.9
4748		1		2.34		0.75		0		0		6		1.0291773		-2.439526		138		1		1.1		0.9
4749		1		1.8		0.08		0		0		5		1.0347566		-1.968633		138		1		1.1		0.9
4750		1		0.72		0.23		0		0		5		1.0426499		1.609146		138		1		1.1		0.9
4751		1		0.02		0.01		0		0		3		1.0331035		0.192748		138		1		1.1		0.9
4752		1		1.25		0.22		0		0		5		1.0372731		-1.667928		138		1		1.1		0.9
4753		1		3.31		0.38		0		0		5		1.0394226		5.858575		138		1		1.1		0.9
4754		1		3.09		0.6		0		0		5		1.0432193		5.756943		138		1		1.1		0.9
4755		1		0.92		0.15		0		0		5		1.0410487		5.805573		138		1		1.1		0.9
4756		1		29.45		10.83		0		0		3		1.0268306		5.369661		138		1		1.1		0.9
4757		1		3.54		1.2		0		0		5		1.0366981		4.20418		138		1		1.1		0.9
4758		1		0.99		0.22		0		0		5		1.0307437		4.563996		138		1		1.1		0.9
4759		1		3.31		0.45		0		0		5		1.0450176		5.166479		138		1		1.1		0.9
4760		1		1.65		0.3		0		0		5		1.0486004		5.19155		138		1		1.1		0.9
4761		1		5		1.28		0		0		5		1.0469427		3.89852		138		1		1.1		0.9
4762		1		1.8		0.6		0		0		5		1.0495133		4.012167		138		1		1.1		0.9
4763		1		3.01		0.9		0		0		5		1.0497267		4.87389		138		1		1.1		0.9
4764		1		1.73		0.22		0		0		5		1.037741		3.244647		138		1		1.1		0.9
4765		1		0.68		0.04		0		0		5		1.0338823		4.088102		138		1		1.1		0.9
4766		1		0.35		0.05		0		0		5		1.0391004		3.380061		138		1		1.1		0.9
4767		1		1.88		0.38		0		0		5		1.0381805		3.271214		138		1		1.1		0.9
4768		1		0.86		0.15		0		0		5		1.036527		3.565573		138		1		1.1		0.9
4769		1		1.24		0.3		0		0		5		1.0355919		3.7661		138		1		1.1		0.9
4770		1		3.31		0.68		0		0		5		1.0420335		1.954518		138		1		1.1		0.9
4771		1		0.73		0.18		0		0		5		1.0429342		5.864975		138		1		1.1		0.9
4772		1		2.71		0.53		0		0		5		1.0368387		-1.327068		138		1		1.1		0.9
4773		1		1.73		0.45		0		0		5		1.0482178		3.177914		138		1		1.1		0.9
4774		1		2.41		0.68		0		0		5		1.0472787		2.621622		138		1		1.1		0.9
4775		1		2.18		0.6		0		0		5		1.0491878		3.763656		138		1		1.1		0.9
4776		1		1.49		0.15		0		0		5		1.0487333		3.39306		138		1		1.1		0.9
4777		1		2.11		0.68		0		0		5		1.0460461		2.075052		138		1		1.1		0.9
4778		1		1.48		0.53		0		0		5		1.0475899		2.769142		138		1		1.1		0.9
4779		1		1.95		0.6		0		0		5		1.0436198		0.761993		138		1		1.1		0.9
4780		1		0		0		0		19.53		5		1.0461151		1.95508		345		1		1.1		0.9
4781		1		1.8		0.68		0		0		5		1.0468033		2.357887		138		1		1.1		0.9
4782		1		0		0		0		0		5		1.0462912		2.075934		13.8		1		1.1		0.9
4783		1		0		0		0		0		5		1.0462912		2.075934		1		1		1.1		0.9
4784		1		0.65		0.11		0		0		5		1.0416866		2.136299		138		1		1.1		0.9
4785		1		1.49		0.3		0		0		5		1.0445464		1.389515		138		1		1.1		0.9
4786		1		3.39		0.22		0		0		5		1.0383847		-3.31552		138		1		1.1		0.9
4787		1		1		0.3		0		0		5		1.0458259		4.949768		138		1		1.1		0.9
4788		1		4.07		1.43		0		0		5		1.048658		4.000443		138		1		1.1		0.9
4789		1		0.65		0.08		0		0		5		1.0393107		3.453578		138		1		1.1		0.9
4790		1		1.2		0.15		0		0		5		1.0366836		2.929124		138		1		1.1		0.9
4791		1		1.95		0.6		0		0		5		1.038881		-3.680956		138		1		1.1		0.9
4792		1		1.01		0.22		0		0		3		1.0326233		6.462827		138		1		1.1		0.9
4793		1		2.41		0.75		0		0		5		1.0352541		4.726068		138		1		1.1		0.9
4794		1		4.7		1.13		0		0		5		1.0329873		-1.877969		138		1		1.1		0.9
4795		1		1.38		0.38		0		0		5		1.0389759		-1.107994		138		1		1.1		0.9
4796		1		2.26		0.38		0		0		5		1.0414718		-1.616582		138		1		1.1		0.9
4797		1		1.05		0.15		0		0		5		1.0397117		-0.403794		138		1		1.1		0.9
4798		1		6.1		1.2		0		0		6		1.0369512		-2.18775		138		1		1.1		0.9
4799		1		1.33		0.22		0		0		6		1.0337878		-2.086768		138		1		1.1		0.9
4800		1		2.86		0.45		0		0		5		1.034784		-1.698188		138		1		1.1		0.9
4801		1		2.34		0.75		0		0		6		1.038628		-1.368468		138		1		1.1		0.9
4802		1		1.5		0.53		0		0		5		1.0313934		-2.279124		138		1		1.1		0.9
4803		1		2.56		0.15		0		0		6		1.0372072		-1.054289		138		1		1.1		0.9
4804		1		2.79		0.3		0		0		5		1.0426253		-2.250597		138		1		1.1		0.9
4805		1		1.58		0.45		0		0		5		1.0336245		2.339603		138		1		1.1		0.9
4806		1		2.86		0.15		0		0		5		1.0425997		3.134894		138		1		1.1		0.9
4807		1		2.34		0.08		0		0		5		1.0414246		3.578081		138		1		1.1		0.9
4808		1		7.6		1.5		0		0		3		1.0355579		9.076164		138		1		1.1		0.9
4809		1		0		0		0		0		3		1.0352046		1.040394		138		1		1.1		0.9
4810		1		6.3		2.03		0		0		3		1.0345912		2.143521		138		1		1.1		0.9
4811		1		10.1		1.95		0		13.5		3		1.0350342		0.30851		138		1		1.1		0.9
4812		1		28.2		9.6		0		0		3		1.0325686		-0.323564		138		1		1.1		0.9
4813		1		17		5.6		0		0		3		1.0306254		2.653169		138		1		1.1		0.9
4814		1		42.6		16.9		0		0		5		1.0240244		-6.217066		69		1		1.1		0.9
4815		1		27		8.22		0		0		5		1.0236172		-4.671901		69		1		1.1		0.9
4816		1		25.8		6.4		0		0		5		1.0135513		-5.824259		69		1		1.1		0.9
4817		1		1.88		0.45		0		0		5		1.0261481		-6.500797		69		1		1.1		0.9
4818		1		0		0		0		0		5		1.036359		-3.800991		138		1		1.1		0.9
4819		1		15.4		4.5		0		0		5		1.0380961		-6.100566		69		1		1.1		0.9
4820		1		0		0		0		0		5		1.0343835		-2.043837		138		1		1.1		0.9
4821		1		38.4		10.1		0		0		5		1.0252966		-4.350262		69		1		1.1		0.9
4822		1		30		10.24		0		0		5		1.0231938		-5.640066		69		1		1.1		0.9
4823		1		0		0		0		0		5		1.0369831		-3.474409		138		1		1.1		0.9
4824		1		37.6		6.1		0		0		5		1.0248818		-5.26717		69		1		1.1		0.9
4825		1		15.9		3.31		0		39		5		1.0444098		-7.218041		69		1		1.1		0.9
4826		1		31.8		4.6		0		63		5		1.0420431		-7.573756		69		1		1.1		0.9
4827		1		4.33		1.2		0		0		5		1.0178606		-5.735106		69		1		1.1		0.9
4828		1		5.2		1.8		0		0		5		1.0187223		-6.389016		69		1		1.1		0.9
4829		1		5.1		1.43		0		0		5		1.0277129		-5.914089		69		1		1.1		0.9
4830		1		3.98		0.9		0		0		5		1.0215372		-6.218943		69		1		1.1		0.9
4831		1		9.6		1.58		0		27.6		5		1.035199		-6.639661		69		1		1.1		0.9
4832		1		5		0.53		0		0		5		1.0234238		-6.517782		69		1		1.1		0.9
4833		1		64		20.5		0		0		5		1.0234333		-4.779127		69		1		1.1		0.9
4834		1		0		0		0		0		5		1.0382995		2.957869		345		1		1.1		0.9
4835		1		0		0		0		0		5		1.0335967		-1.445853		138		1		1.1		0.9
4836		1		60.9		16.18		0		0		5		1.0246059		-4.686508		69		1		1.1		0.9
4837		1		0		0		0		100.5		5		1.0398363		-2.845121		138		1		1.1		0.9
4838		1		78.2		24		0		0		5		1.0264327		-7.146838		69		1		1.1		0.9
4839		1		0		0		0		0		5		1.0363325		-3.848453		13.8		1		1.1		0.9
4840		1		0		0		0		0		5		1.0363325		-3.848453		1		1		1.1		0.9
4841		1		14.4		3.16		0		0		5		1.0230666		-5.048069		69		1		1.1		0.9
4842		1		23.2		14		0		0		5		1.0242053		-4.423918		69		1		1.1		0.9
4843		1		5.9		0.9		0		0		5		1.0148762		-5.259394		69		1		1.1		0.9
4844		1		6.1		1.28		0		0		5		1.0198187		-5.470011		69		1		1.1		0.9
4845		1		0		0		0		0		5		1.0253105		-4.813658		138		1		1.1		0.9
4846		1		10.2		3.69		0		0		5		1.023583		-5.453461		69		1		1.1		0.9
4847		1		1.58		0.45		0		0		5		1.0269848		-5.72012		69		1		1.1		0.9
4848		1		6.5		0.98		0		21.6		5		1.0303135		-5.600329		69		1		1.1		0.9
4849		1		5.9		1.35		0		0		5		1.0231672		-5.478883		69		1		1.1		0.9
4850		1		5.6		1.73		0		0		5		1.0257267		-5.636833		69		1		1.1		0.9
4851		1		0		0		0		0		6		1.0273936		-4.083387		138		1		1.1		0.9
4852		1		6.5		1.43		0		0		6		1.0245678		-5.333057		69		1		1.1		0.9
4853		1		1.73		0.38		0		0		5		1.0252248		-5.552986		69		1		1.1		0.9
4854		1		1.5		0.15		0		0		6		1.019668		-5.725194		69		1		1.1		0.9
4855		1		3.39		0.3		0		25.2		6		1.031384		-6.028592		69		1		1.1		0.9
4856		1		0		0		0		0		5		1.0303759		-2.443296		138		1		1.1		0.9
4857		1		34.9		0.53		0		0		5		1.027459		-3.621443		69		1		1.1		0.9
4858		1		0		0		0		0		5		1.0343661		-2.016487		138		1		1.1		0.9
4859		1		36.5		7.7		0		0		5		1.0262057		-4.000413		69		1		1.1		0.9
4860		1		9.4		0.75		0		0		5		1.0296245		-5.109699		69		1		1.1		0.9
4861		1		0		0		0		0		5		1.0366329		0.971094		345		1		1.1		0.9
4862		1		0		0		0		0		5		1.0339087		-1.667702		138		1		1.1		0.9
4863		1		36.2		11.8		0		0		5		1.0297271		-3.63057		69		1		1.1		0.9
4864		1		24.3		1.58		0		0		5		1.0267333		-4.071354		69		1		1.1		0.9
4865		1		0		0		0		0		5		1.0306948		-2.265028		138		1		1.1		0.9
4866		1		38.6		7.3		0		0		5		1.026443		-4.190973		69		1		1.1		0.9
4867		1		9.8		1.65		0		0		5		1.0236236		-5.139507		69		1		1.1		0.9
4868		1		5		1.28		0		0		5		1.0244865		-5.552153		69		1		1.1		0.9
4869		1		8.3		1.58		0		0		5		1.0361762		-5.791538		69		1		1.1		0.9
4870		1		3.76		0.75		0		37.8		5		1.0434863		-6.201068		69		1		1.1		0.9
4871		1		0.2		0.08		0		0		5		1.0291414		-3.760102		69		1		1.1		0.9
4872		1		14.8		0.98		0		0		5		1.0220422		-5.831677		69		1		1.1		0.9
4873		1		5.7		1.8		0		0		5		1.0288289		-5.779764		69		1		1.1		0.9
4874		1		0		0		0		0		5		1.0302708		-2.469381		138		1		1.1		0.9
4875		1		41.5		14.2		0		0		5		1.0278214		-3.981193		69		1		1.1		0.9
4876		1		0		0		0		32.1		5		1.0407473		-2.181367		138		1		1.1		0.9
4877		1		44.4		14.9		0		0		5		1.0133785		-5.101119		69		1		1.1		0.9
4878		1		0		0		0		0		5		1.0335622		-2.929757		13.8		1		1.1		0.9
4879		1		0		0		0		0		5		1.0335622		-2.929757		1		1		1.1		0.9
4880		1		42.1		12.3		0		0		5		1.0189048		-4.546451		69		1		1.1		0.9
4881		1		30.7		8.5		0		0		5		1.023754		-4.553955		69		1		1.1		0.9
4882		1		0		0		0		0		5		1.0303118		-2.236312		138		1		1.1		0.9
4883		1		36.9		12.4		0		0		5		1.0254129		-4.530098		69		1		1.1		0.9
4884		1		8.9		1.13		0		18.9		5		1.0383311		-4.708199		69		1		1.1		0.9
4885		1		0		0		0		0		5		1.0310144		-1.795343		138		1		1.1		0.9
4886		1		5.6		1.28		0		0		5		1.0313708		-2.456412		69		1		1.1		0.9
4887		1		0		0		0		0		5		1.032081		-1.354291		138		1		1.1		0.9
4888		1		14.1		2.56		0		0		5		1.0212365		-4.974876		69		1		1.1		0.9
4889		1		0		0		0		0		5		1.0294951		-2.191345		18		1		1.1		0.9
4890		1		0		0		0		0		5		1.0294951		-2.191345		1		1		1.1		0.9
4891		1		4.9		0.83		0		0		5		1.019259		-8.355132		69		1		1.1		0.9
4892		1		6		0.22		0		0		5		1.0217553		-4.79551		69		1		1.1		0.9
4893		1		5.9		2.03		0		0		5		1.0283009		-4.92954		69		1		1.1		0.9
4894		1		0		0		0		0		5		1.0368994		-3.268955		138		1		1.1		0.9
4895		1		12.7		2.94		0		0		5		1.036085		-4.399485		69		1		1.1		0.9
4896		1		9.3		2.94		0		0		5		1.0213229		-5.114204		69		1		1.1		0.9
4897		1		6.4		1.73		0		0		5		1.0240254		-5.09015		69		1		1.1		0.9
4898		1		7.8		0.53		0		0		5		1.0352492		-4.683804		69		1		1.1		0.9
4899		1		3.09		0.68		0		0		5		1.023033		-5.016106		69		1		1.1		0.9
4900		1		7.3		2.11		0		0		6		1.0117768		-6.211383		69		1		1.1		0.9
4901		1		1.73		0.6		0		0		6		1.0155414		-5.473165		69		1		1.1		0.9
4902		1		5.3		1.5		0		0		5		1.0244339		-4.54733		69		1		1.1		0.9
4903		1		11.6		3.38		0		0		5		1.0172316		-5.39307		69		1		1.1		0.9
4904		1		0		0		0		0		5		1.0279319		-2.297635		138		1		1.1		0.9
4905		1		41.9		11.58		0		0		5		1.0175933		-5.312266		69		1		1.1		0.9
4906		1		19.1		7.19		0		0		5		1.0142959		-5.329066		69		1		1.1		0.9
4907		1		0		0		0		0		5		1.0325369		-2.351237		138		1		1.1		0.9
4908		1		29.9		6.07		0		0		5		1.0268359		-4.431756		69		1		1.1		0.9
4909		1		3.16		0.83		0		0		5		1.0197903		-6.508683		69		1		1.1		0.9
4910		1		5.1		1.73		0		0		5		1.020665		-5.625822		69		1		1.1		0.9
4911		1		1.14		0.15		0		0		5		1.0190749		-6.601337		69		1		1.1		0.9
4912		1		2.79		0.75		0		0		5		1.0203996		-5.87685		69		1		1.1		0.9
4913		1		11.8		2.64		0		0		5		1.0225982		-5.219307		69		1		1.1		0.9
4914		1		10.3		1.13		0		0		5		1.0152501		-5.707306		69		1		1.1		0.9
4915		1		21.8		6.94		0		0		5		1.0157045		-5.717701		69		1		1.1		0.9
4916		1		1.47		0.45		0		0		5		1.0159432		-5.33786		69		1		1.1		0.9
4917		1		4.16		1.35		0		0		5		1.0155264		-6.01437		69		1		1.1		0.9
4918		1		9.8		2.56		0		0		5		1.0200812		-4.512787		69		1		1.1		0.9
4919		1		6.7		1.2		0		0		5		1.0131811		-4.855589		69		1		1.1		0.9
4920		1		36.2		13.99		0		0		5		1.0128863		-5.693418		69		1		1.1		0.9
4921		1		11.1		2.86		0		0		5		1.017125		-5.405863		69		1		1.1		0.9
4922		1		21.4		5.7		0		0		5		1.0146134		-5.685342		69		1		1.1		0.9
4923		1		2.56		0.9		0		0		5		1.0243216		-4.511262		69		1		1.1		0.9
4924		1		0.11		0.04		0		0		6		1.0233628		-6.362846		69		1		1.1		0.9
4925		1		2.56		0.22		0		0		6		1.0294534		-6.44051		69		1		1.1		0.9
4926		1		21.2		6.5		0		0		6		0.9981841		-6.855701		69		1		1.1		0.9
4927		1		7.3		0.9		0		0		6		1.0200017		-6.158866		69		1		1.1		0.9
4928		1		4.25		1.13		0		52.8		6		1.0398503		-6.979143		69		1		1.1		0.9
4929		1		4.25		0.83		0		0		6		1.022947		-6.442074		69		1		1.1		0.9
4930		1		15.1		3.8		0		0		6		1.0141731		-6.653589		69		1		1.1		0.9
4931		1		9.6		1.28		0		0		6		1.0116229		-6.38905		69		1		1.1		0.9
4932		1		0		0		0		0		6		1.0123731		-4.7297		138		1		1.1		0.9
4933		1		22.6		7.5		0		0		6		1.0113773		-6.128583		69		1		1.1		0.9
4934		1		10.5		2.41		0		0		6		1.0072901		-6.809981		69		1		1.1		0.9
4935		1		1.28		0.22		0		0		6		1.021383		-5.961475		69		1		1.1		0.9
4936		1		9.1		1.13		0		0		6		1.0333108		-6.865393		69		1		1.1		0.9
4937		1		0		0		0		0		5		1.0251872		-5.261865		138		1		1.1		0.9
4938		1		11.2		3.24		0		0		5		1.0258399		-5.944567		69		1		1.1		0.9
4939		1		13.4		3.61		0		0		6		1.0201956		-6.707791		69		1		1.1		0.9
4940		1		0		0		0		0		6		1.0256442		-3.93246		138		1		1.1		0.9
4941		1		13.5		1.73		0		0		6		1.0241259		-6.199503		69		1		1.1		0.9
4942		1		0		0		0		0		5		1.0254798		-1.449999		138		1		1.1		0.9
4943		1		40.3		8.8		0		0		5		1.0207596		-3.987216		69		1		1.1		0.9
4944		1		0		0		0		0		5		1.0199905		-2.77941		138		1		1.1		0.9
4945		1		20.7		3.61		0		0		5		1.0242196		-3.864742		69		1		1.1		0.9
4946		1		35.6		10.4		0		0		5		1.0169515		-4.088076		69		1		1.1		0.9
4947		1		0		0		0		0		5		1.0231339		-2.076322		138		1		1.1		0.9
4948		1		35.6		10.2		0		0		5		1.0196584		-4.469045		69		1		1.1		0.9
4949		1		9.14		5.73		0		0		5		1.0166751		-4.985587		69		1		1.1		0.9
4950		1		20		6.8		0		0		5		1.0175053		-5.345207		69		1		1.1		0.9
4951		1		29.8		3.45		0		0		5		1.0181045		-4.956204		69		1		1.1		0.9
4952		1		5.1		1.5		0		0		5		1.0214195		-4.633532		69		1		1.1		0.9
4953		1		0		0		0		0		5		1.032718		-2.409676		138		1		1.1		0.9
4954		1		2.26		0.45		0		0		5		1.0291163		-3.799531		69		1		1.1		0.9
4955		1		4.9		0.83		0		0		5		1.0360319		-4.639057		69		1		1.1		0.9
4956		1		4.33		0.68		0		0		5		1.0265225		-3.8906		69		1		1.1		0.9
4957		1		0		0		0		0		5		1.028579		-3.046928		138		1		1.1		0.9
4958		1		19.5		1.43		0		0		5		1.0280558		-4.427986		69		1		1.1		0.9
4959		1		2.79		0.98		0		0		5		1.0029171		-5.0239		69		1		1.1		0.9
4960		1		2.11		0.45		0		0		5		0.9926308		-4.767525		69		1		1.1		0.9
4961		1		0.97		0.22		0		0		5		1.0047062		-5.009409		69		1		1.1		0.9
4962		1		4.8		0.9		0		0		5		1.0217833		-4.983687		69		1		1.1		0.9
4963		1		2.26		0.75		0		0		6		1.0091101		-5.235334		69		1		1.1		0.9
4964		1		1.73		0.22		0		0		5		1.0177233		-4.817979		69		1		1.1		0.9
4965		1		0		0		0		0		5		1.0341355		2.864963		345		1		1.1		0.9
4966		1		0		0		0		0		5		1.0290632		-0.784465		138		1		1.1		0.9
4967		1		69.4		14.06		0		0		5		1.017916		-3.87827		69		1		1.1		0.9
4968		1		0		0		0		0		5		1.0187083		-1.961458		138		1		1.1		0.9
4969		1		91.3		59.4		0		0		5		0.9911955		-4.707686		69		1		1.1		0.9
4970		1		19.5		3.31		0		0		5		1.0185096		-4.558954		69		1		1.1		0.9
4971		1		10.4		2.26		0		29.1		5		1.038855		-4.835665		69		1		1.1		0.9
4972		1		11.1		0.98		0		0		5		1.0311462		-2.260982		138		1		1.1		0.9
4973		1		23.6		4.5		0		0		6		1.0274588		-2.570687		138		1		1.1		0.9
4974		1		19.2		6		0		0		3		1.0310007		-1.719837		138		1		1.1		0.9
4975		1		37.3		13.4		0		0		3		1.030468		-2.373276		138		1		1.1		0.9
4976		1		4.5		1.65		0		0		6		1.0285442		-2.886347		138		1		1.1		0.9
4977		1		2.49		0.83		0		0		3		1.0376233		0.891621		138		1		1.1		0.9
4978		1		10.9		3.54		0		0		3		1.0298281		-2.500531		138		1		1.1		0.9
4979		1		10.9		2.18		0		0		5		1.0311033		-2.414266		138		1		1.1		0.9
4980		1		3.16		0.75		0		0		3		1.030233		-2.426916		138		1		1.1		0.9
4981		1		7.8		1.58		0		0		3		1.0326566		-0.214586		138		1		1.1		0.9
4982		1		1.73		0.6		0		0		3		1.0354322		-1.454299		138		1		1.1		0.9
4983		1		1.15		0.38		0		0		6		1.0276351		-2.454221		138		1		1.1		0.9
4984		1		12.5		4.16		0		0		5		1.0314805		-2.203308		138		1		1.1		0.9
4985		1		35.6		11.49		0		0		5		1.0289713		4.862869		138		1		1.1		0.9
4986		1		8.1		2.26		0		0		5		1.0360104		3.260566		138		1		1.1		0.9
4987		1		15.5		1.43		0		0		5		1.0376891		-2.263989		138		1		1.1		0.9
4988		1		16.8		5.7		0		0		5		1.0465258		4.704938		138		1		1.1		0.9
4989		1		1.06		0.3		0		0		5		1.0416152		5.790672		138		1		1.1		0.9
4990		1		50.6		13.35		0		0		5		1.0280639		4.724261		138		1		1.1		0.9
4991		1		11.8		3.98		0		0		5		1.0383524		-3.516834		138		1		1.1		0.9
4992		1		17.4		3.09		0		0		5		1.037823		-1.547731		138		1		1.1		0.9
4993		1		6		1.8		0		0		5		1.0382989		-3.214712		138		1		1.1		0.9
4994		1		9.3		0.45		0		0		5		1.0463777		2.229261		138		1		1.1		0.9
4995		1		0		0		0		45.66		5		1.0465801		3.130781		345		1		1.1		0.9
4996		1		22.1		6.3		0		0		5		1.0389185		-0.480647		138		1		1.1		0.9
4997		1		0		0		0		0		5		1.0436587		1.835135		13.8		1		1.1		0.9
4998		1		0		0		0		0		5		1.0436587		1.835135		1		1		1.1		0.9
4999		1		2.56		0.68		0		0		5		1.0393552		-1.306467		138		1		1.1		0.9
5000		1		4.33		1.5		0		0		5		1.0383375		-2.463803		138		1		1.1		0.9
5001		1		1.65		0.45		0		0		5		1.0351914		-1.881084		138		1		1.1		0.9
5002		1		3.16		0.68		0		0		5		1.0386407		-3.674154		138		1		1.1		0.9
5003		1		18.6		6.3		0		0		5		1.043839		2.72406		138		1		1.1		0.9
5004		1		5.6		0.38		0		17.18		5		1.0433381		-1.976338		138		1		1.1		0.9
5005		1		5		0.9		0		0		5		1.0391383		-0.763879		138		1		1.1		0.9
5006		1		0		0		0		0		3		1.0370796		1.836849		345		1		1.1		0.9
5007		1		0		0		0		0		3		1.0367264		1.021232		138		1		1.1		0.9
5008		2		0		0		0		0		3		1.0392807		2.098387		13.8		1		1.1		0.9
5009		2		0		0		0		0		3		1.04		2.113767		18		1		1.1		0.9
5010		1		0		0		0		0		3		1.035331		0.476357		138		1		1.1		0.9
5011		2		0		0		0		0		3		1.035331		0.476357		18		1		1.1		0.9
5012		1		0		0		0		0		5		1.0416983		1.409582		345		1		1.1		0.9
5013		1		0		0		0		0		5		1.0385561		-1.608208		138		1		1.1		0.9
5014		2		0		0		0		0		5		1.04		2.308567		20		1		1.1		0.9
5015		1		0		0		0		0		5		1.0411803		1.50825		345		1		1.1		0.9
5016		2		0		0		0		0		5		1.0267459		3.369012		24		1		1.1		0.9
5017		2		0		0		0		0		5		1.04		3.059698		13.8		1		1.1		0.9
5018		2		0		0		0		0		5		1.04		2.590829		20		1		1.1		0.9
5019		2		0		0		0		0		5		1.04		2.543648		13.8		1		1.1		0.9
5020		2		0		0		0		0		5		1.04		2.61886		13.8		1		1.1		0.9
5021		1		0		0		0		0		5		1.038		5.415836		345		1		1.1		0.9
5022		1		0		0		0		0		5		1.0400574		4.222129		138		1		1.1		0.9
5023		2		0		0		0		0		5		1.0365781		10.141509		13.8		1		1.1		0.9
5024		1		0		0		0		0		5		1.036		3.991831		345		1		1.1		0.9
5025		2		0		0		0		0		5		1.0309772		6.654622		24		1		1.1		0.9
5026		2		0		0		0		0		5		1.0298844		6.414932		13.8		1		1.1		0.9
5027		2		0		0		0		0		5		1.036		3.991831		13.8		1		1.1		0.9
5028		2		0		0		0		0		5		1.04		6.143495		18		1		1.1		0.9
5029		2		0		0		0		0		5		1.04		5.627151		13.8		1		1.1		0.9
5030		2		0		0		0		0		5		1.04		5.820961		13.8		1		1.1		0.9
5031		1		0		0		0		0		5		1.0482136		8.056185		345		1		1.1		0.9
5032		1		0		0		0		0		5		1.0378197		2.20225		138		1		1.1		0.9
5033		1		0		0		0		0		5		1.0462173		7.209665		13.8		1		1.1		0.9
5034		1		0		0		0		0		5		1.0462173		7.209665		1		1		1.1		0.9
5035		2		0		0		0		0		5		1.0357237		10.361302		22		1		1.1		0.9
5036		1		0		0		0		0		5		1.047725		6.630575		345		1		1.1		0.9
5037		1		0		0		0		0		5		1.0501627		5.489318		138		1		1.1		0.9
5038		2		0		0		0		0		5		1.04		8.781614		22		1		1.1		0.9
5039		1		0		0		0		0		5		1.0322857		-2.337946		138		1		1.1		0.9
5040		2		0		0		0		0		5		1.0322857		-2.337946		13.8		1		1.1		0.9
5041		1		0		0		0		0		5		1.0482882		6.86585		345		1		1.1		0.9
5042		1		0		0		0		0		5		1.0504943		5.993337		138		1		1.1		0.9
5043		2		0		0		0		0		5		1.04		8.946006		13.8		1		1.1		0.9
5044		1		0		0		0		0		5		1.0383636		-3.249482		138		1		1.1		0.9
5045		1		0		0		0		0		5		1.0383636		-3.249482		13.8		1		1.1		0.9
5046		1		0		0		0		0		5		1.0342461		-1.664893		138		1		1.1		0.9
5047		2		0		0		0		0		5		1.0342461		-1.664893		13.8		1		1.1		0.9
5048		1		7.8		1.88		0		0		5		1.0334119		-1.847215		138		1		1.1		0.9
5049		1		0		0		0		0		5		1.0334119		-1.847215		18		1		1.1		0.9
5050		1		33.84		6.2		0		0		1		1.0415905		43.10026		138		1		1.1		0.9
5051		1		27.3		6.8		0		0		1		1.0564805		37.674282		138		1		1.1		0.9
5052		1		1.79		0.56		0		-7.4		1		1.051666		40.384853		138		1		1.1		0.9
5053		1		10.1		1.58		0		-7.2		1		1.061438		38.646627		138		1		1.1		0.9
5054		1		7.17		2.26		0		0		1		1.0921335		34.780417		138		1		1.1		0.9
5055		1		0		0		0		-0.6		1		1.0922516		34.779535		138		1		1.1		0.9
5056		1		2.64		0.38		0		0		1		1.038984		43.770808		138		1		1.1		0.9
5057		1		3.8		1.35		0		0		1		1.0418146		30.968399		138		1		1.1		0.9
5058		1		3.02		0.74		0		0		1		1.0635478		39.533145		138		1		1.1		0.9
5059		1		0		0		0		0		1		1.082029		36.361376		138		1		1.1		0.9
5060		1		10.3		3.69		0		0		1		1.0868075		35.602168		138		1		1.1		0.9
5061		1		0		0		0		-3.9		1		1.0423173		42.557248		138		1		1.1		0.9
5062		1		7.8		0.83		0		0		1		1.0530734		41.037013		138		1		1.1		0.9
5063		1		0		0		0		0		1		1.0435951		43.235051		138		1		1.1		0.9
5064		1		0		0		0		0		1		1.0419685		43.485197		138		1		1.1		0.9
5065		1		32.8		7.7		0		0		1		1.0386326		43.281192		138		1		1.1		0.9
5066		1		2.03		0.65		0		0		1		1.0667108		36.086131		138		1		1.1		0.9
5067		1		6.3		2.18		0		0		1		1.0622564		34.820678		138		1		1.1		0.9
5068		1		152.21		31.22		0		0		1		1.0308434		38.3388		138		1		1.1		0.9
5069		1		22.9		2.86		0		0		1		1.0648801		35.372865		138		1		1.1		0.9
5070		1		0.68		0.18		0		0		1		1.0393171		34.656425		138		1		1.1		0.9
5071		1		0.78		0.3		0		-8.2		1		1.0704908		38.130066		138		1		1.1		0.9
5072		1		0		0		0		0		1		1.0853414		36.002075		138		1		1.1		0.9
5073		1		94.9		63.26		0		0		1		1.0033406		33.138887		138		1		1.1		0.9
